dataset,ep_idx,label,note,updated_at,video
square_mh,189,partial,,2026-05-12T00:16:45,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0189.mp4
square_mh,190,full,,2026-05-12T00:16:47,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0190.mp4
square_mh,191,full,,2026-05-12T00:16:48,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0191.mp4
square_mh,192,full,,2026-05-12T00:16:49,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0192.mp4
square_mh,193,full,,2026-05-12T00:16:53,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0193.mp4
square_mh,194,partial,,2026-05-12T00:16:55,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0194.mp4
square_mh,195,full,,2026-05-12T00:16:57,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0195.mp4
square_mh,196,full,,2026-05-12T00:16:59,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0196.mp4
square_mh,197,full,,2026-05-12T00:17:02,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0197.mp4
square_mh,198,partial,,2026-05-12T00:17:04,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0198.mp4
square_mh,199,partial,,2026-05-12T00:17:05,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0199.mp4
square_mh,200,full,,2026-05-12T00:17:08,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0200.mp4
square_mh,201,partial,,2026-05-12T00:17:12,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0201.mp4
square_mh,202,full,,2026-05-12T00:17:15,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0202.mp4
square_mh,203,partial,,2026-05-12T00:17:17,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0203.mp4
square_mh,204,unsure,,2026-05-12T00:17:26,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0204.mp4
square_mh,205,unsure,,2026-05-12T00:17:29,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0205.mp4
square_mh,206,partial,,2026-05-12T00:17:31,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0206.mp4
square_mh,207,unsure,,2026-05-12T00:17:34,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0207.mp4
square_mh,208,partial,,2026-05-12T00:17:38,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0208.mp4
square_mh,209,unsure,,2026-05-12T00:17:42,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0209.mp4
square_mh,210,full,,2026-05-12T00:17:50,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0210.mp4
square_mh,211,unsure,,2026-05-12T00:17:52,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0211.mp4
square_mh,212,unsure,,2026-05-12T00:17:55,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0212.mp4
square_mh,213,full,,2026-05-12T00:17:58,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0213.mp4
square_mh,214,unsure,,2026-05-12T00:18:00,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0214.mp4
square_mh,215,unsure,,2026-05-12T00:18:03,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0215.mp4
square_mh,216,unsure,,2026-05-12T00:18:06,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0216.mp4
square_mh,217,full,,2026-05-12T00:18:10,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0217.mp4
square_mh,218,unsure,,2026-05-12T00:18:13,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0218.mp4
square_mh,219,unsure,,2026-05-12T00:18:16,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0219.mp4
square_mh,220,unsure,,2026-05-12T00:18:19,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0220.mp4
square_mh,221,unsure,,2026-05-12T00:18:21,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0221.mp4
square_mh,222,unsure,,2026-05-12T00:18:24,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0222.mp4
square_mh,223,full,,2026-05-12T00:18:30,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0223.mp4
square_mh,224,unsure,,2026-05-12T00:18:33,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0224.mp4
square_mh,225,unsure,,2026-05-12T00:18:37,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0225.mp4
square_mh,226,full,,2026-05-12T00:18:49,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0226.mp4
square_mh,227,unsure,,2026-05-12T00:18:52,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0227.mp4
square_mh,228,unsure,,2026-05-12T00:18:56,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0228.mp4
square_mh,229,unsure,,2026-05-12T00:19:00,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0229.mp4
square_mh,230,unsure,,2026-05-12T00:19:04,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0230.mp4
square_mh,231,unsure,,2026-05-12T00:19:07,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0231.mp4
square_mh,232,partial,,2026-05-12T00:19:13,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0232.mp4
square_mh,233,unsure,,2026-05-12T00:19:17,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0233.mp4
square_mh,234,unsure,,2026-05-12T00:19:20,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0234.mp4
square_mh,235,full,,2026-05-12T00:19:28,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0235.mp4
square_mh,236,partial,,2026-05-12T00:19:34,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0236.mp4
square_mh,237,full,,2026-05-12T00:19:55,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0237.mp4
square_mh,238,unsure,,2026-05-12T00:19:58,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0238.mp4
square_mh,239,unsure,,2026-05-12T00:20:01,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0239.mp4
square_mh,240,full,,2026-05-12T00:20:04,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0240.mp4
square_mh,241,full,,2026-05-12T00:20:09,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0241.mp4
square_mh,242,partial,,2026-05-12T00:20:13,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0242.mp4
square_mh,243,partial,,2026-05-12T00:20:16,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0243.mp4
square_mh,244,partial,,2026-05-12T00:20:18,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0244.mp4
square_mh,245,unsure,,2026-05-12T00:20:21,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0245.mp4
square_mh,246,partial,,2026-05-12T00:20:24,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0246.mp4
square_mh,247,partial,,2026-05-12T00:20:28,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0247.mp4
square_mh,248,full,,2026-05-12T00:20:31,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0248.mp4
square_mh,249,full,,2026-05-12T00:20:38,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0249.mp4
square_mh,250,full,,2026-05-12T00:20:41,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0250.mp4
square_mh,251,unsure,,2026-05-12T00:20:45,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0251.mp4
square_mh,252,partial,,2026-05-12T00:20:48,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0252.mp4
square_mh,253,full,,2026-05-12T00:20:54,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0253.mp4
square_mh,254,full,,2026-05-12T00:20:58,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0254.mp4
square_mh,255,partial,,2026-05-12T00:21:02,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0255.mp4
square_mh,256,partial,,2026-05-12T00:21:04,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0256.mp4
square_mh,257,full,,2026-05-12T00:21:09,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0257.mp4
square_mh,258,partial,,2026-05-12T00:21:12,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0258.mp4
square_mh,259,partial,,2026-05-12T00:21:15,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0259.mp4
square_mh,260,full,,2026-05-12T00:21:19,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0260.mp4
square_mh,261,full,,2026-05-12T00:21:25,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0261.mp4
square_mh,262,full,,2026-05-12T00:21:29,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0262.mp4
square_mh,263,partial,,2026-05-12T00:21:33,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0263.mp4
square_mh,264,partial,,2026-05-12T00:21:39,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0264.mp4
square_mh,265,full,,2026-05-12T00:21:42,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0265.mp4
square_mh,266,full,,2026-05-12T00:21:46,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0266.mp4
square_mh,267,full,,2026-05-12T00:21:52,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0267.mp4
square_mh,268,full,,2026-05-12T00:21:56,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0268.mp4
square_mh,269,partial,,2026-05-12T00:21:59,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0269.mp4
square_mh,270,partial,,2026-05-12T00:22:02,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0270.mp4
square_mh,271,partial,,2026-05-12T00:22:06,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0271.mp4
square_mh,272,full,,2026-05-12T00:22:09,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0272.mp4
square_mh,273,full,,2026-05-12T00:22:12,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0273.mp4
square_mh,274,partial,,2026-05-12T00:22:15,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0274.mp4
square_mh,275,full,,2026-05-12T00:22:20,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0275.mp4
square_mh,276,full,,2026-05-12T00:22:27,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0276.mp4
square_mh,277,partial,,2026-05-12T00:22:33,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0277.mp4
square_mh,278,partial,,2026-05-12T00:22:38,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0278.mp4
square_mh,279,partial,,2026-05-12T00:22:42,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0279.mp4
square_mh,280,full,,2026-05-12T00:22:45,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0280.mp4
square_mh,281,partial,,2026-05-12T00:22:49,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0281.mp4
square_mh,282,full,,2026-05-12T00:22:56,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0282.mp4
square_mh,283,full,,2026-05-12T00:23:01,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0283.mp4
square_mh,284,partial,,2026-05-12T00:23:05,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0284.mp4
square_mh,285,partial,,2026-05-12T00:23:09,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0285.mp4
square_mh,286,partial,,2026-05-12T00:23:12,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0286.mp4
square_mh,287,full,,2026-05-12T00:23:17,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0287.mp4
square_mh,288,full,,2026-05-12T00:23:22,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0288.mp4
square_mh,289,full,,2026-05-12T00:23:35,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0289.mp4
square_mh,290,partial,,2026-05-12T00:23:38,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0290.mp4
square_mh,291,full,,2026-05-12T00:23:42,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0291.mp4
square_mh,292,partial,,2026-05-12T00:23:46,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0292.mp4
square_mh,293,partial,,2026-05-12T00:23:49,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0293.mp4
square_mh,294,partial,,2026-05-12T00:23:52,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0294.mp4
square_mh,295,full,,2026-05-12T00:23:55,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0295.mp4
square_mh,296,full,,2026-05-12T00:23:59,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0296.mp4
square_mh,297,full,,2026-05-12T00:24:03,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0297.mp4
square_mh,298,full,,2026-05-12T00:24:07,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0298.mp4
square_mh,299,partial,,2026-05-12T00:24:10,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_mh/demo_0299.mp4
square_ph,0,full,,2026-05-11T23:39:48,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_ph/demo_0000.mp4
square_ph,1,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0001.mp4
square_ph,2,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0002.mp4
square_ph,3,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0003.mp4
square_ph,4,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0004.mp4
square_ph,5,partial,,2026-05-11T23:40:45,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_ph/demo_0005.mp4
square_ph,6,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0006.mp4
square_ph,7,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0007.mp4
square_ph,8,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0008.mp4
square_ph,9,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0009.mp4
square_ph,10,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0010.mp4
square_ph,11,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0011.mp4
square_ph,12,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0012.mp4
square_ph,13,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0013.mp4
square_ph,14,partial,,2026-05-11T23:40:47,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_ph/demo_0014.mp4
square_ph,15,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0015.mp4
square_ph,16,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0016.mp4
square_ph,17,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0017.mp4
square_ph,18,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0018.mp4
square_ph,19,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0019.mp4
square_ph,20,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0020.mp4
square_ph,21,full,,2026-05-11T23:40:50,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_ph/demo_0021.mp4
square_ph,22,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0022.mp4
square_ph,23,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0023.mp4
square_ph,24,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0024.mp4
square_ph,25,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0025.mp4
square_ph,26,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0026.mp4
square_ph,27,full,,2026-05-11T23:40:54,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_ph/demo_0027.mp4
square_ph,28,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0028.mp4
square_ph,29,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0029.mp4
square_ph,30,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0030.mp4
square_ph,31,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0031.mp4
square_ph,32,full,,2026-05-11T23:40:56,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_ph/demo_0032.mp4
square_ph,33,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0033.mp4
square_ph,34,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0034.mp4
square_ph,35,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0035.mp4
square_ph,36,full,,2026-05-11T23:41:00,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_ph/demo_0036.mp4
square_ph,37,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0037.mp4
square_ph,38,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0038.mp4
square_ph,39,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0039.mp4
square_ph,40,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0040.mp4
square_ph,41,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0041.mp4
square_ph,42,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0042.mp4
square_ph,43,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0043.mp4
square_ph,44,full,,2026-05-11T23:41:03,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_ph/demo_0044.mp4
square_ph,45,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0045.mp4
square_ph,46,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0046.mp4
square_ph,47,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0047.mp4
square_ph,48,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0048.mp4
square_ph,49,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0049.mp4
square_ph,50,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0050.mp4
square_ph,51,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0051.mp4
square_ph,52,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0052.mp4
square_ph,53,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0053.mp4
square_ph,54,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0054.mp4
square_ph,55,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0055.mp4
square_ph,56,partial,,2026-05-11T23:41:06,/Users/jasonyan/Desktop/demonstration-information/observability_annotation_app/videos/square_ph/demo_0056.mp4
square_ph,57,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0057.mp4
square_ph,58,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0058.mp4
square_ph,59,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0059.mp4
square_ph,60,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0060.mp4
square_ph,61,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0061.mp4
square_ph,62,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0062.mp4
square_ph,63,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0063.mp4
square_ph,64,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0064.mp4
square_ph,65,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0065.mp4
square_ph,66,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0066.mp4
square_ph,67,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0067.mp4
square_ph,68,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0068.mp4
square_ph,69,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0069.mp4
square_ph,70,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0070.mp4
square_ph,71,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0071.mp4
square_ph,72,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0072.mp4
square_ph,73,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0073.mp4
square_ph,74,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0074.mp4
square_ph,75,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0075.mp4
square_ph,76,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0076.mp4
square_ph,77,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0077.mp4
square_ph,78,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0078.mp4
square_ph,79,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0079.mp4
square_ph,80,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0080.mp4
square_ph,81,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0081.mp4
square_ph,82,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0082.mp4
square_ph,83,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0083.mp4
square_ph,84,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0084.mp4
square_ph,85,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0085.mp4
square_ph,86,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0086.mp4
square_ph,87,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0087.mp4
square_ph,88,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0088.mp4
square_ph,89,full,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0089.mp4
square_ph,90,partial,,,/Users/jasonyan/Desktop/demonstration-information/square_ph_wrist_annotation_deploy/videos/demo_0090.mp4
